English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
Tom thought it would take longer.,ⵉⵖⴰⵍ ⵟⵓⵎ ⵉⵙ ⵔⴰⴷ ⵜⴽⴽ ⵓⴳⴳⴰⵔ.,Tachelhit,ⵉⵖⴰⵍ ⵟⵓⵎ ⵉⵙ ⵔⴰⴷ ⵜⴽⴽ ⵓⴳⴳⴰⵔ.,يغال طوم يس راد تكك وڭڭار.,iɣal ṭum is rad tkk uggar.
Tent.,taqiḍunt.,Tarifit,ⵜⴰⵇⵉⴹⵓⵏⵜ.,تاقيضونت.,ta9iḍunt.
Tent.,tagiṭunt.,Tachelhit,ⵜⴰⴳⵉⵟⵓⵏⵜ.,تاڭيطونت.,tagiṭunt.
Whistle.,sinṣg.,Other,ⵙⵉⵏⵚⴳ.,سينصڭ.,sinṣg.
Tom thought it would take longer.,ⵉⵖⴰⵍ ⵟⵓⵎ ⵉⵙ ⵔⴰⴷ ⵉⴽⴽ ⵓⴳⴳⴰⵔ ,Tachelhit,ⵉⵖⴰⵍ ⵟⵓⵎ ⵉⵙ ⵔⴰⴷ ⵉⴽⴽ ⵓⴳⴳⴰⵔ ,يغال طوم يس راد يكك وڭڭار ,iɣal ṭum is rad ikk uggar 
"You're the new secretary, aren't you?","ⴽⵎⵎ ⴷ ⵜⴰⵏⴼⵍⵓⵙⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ, ⵏⵖ ⴷ ⵓⵀⵓ?",Tachelhit,"ⴽⵎⵎ ⴷ ⵜⴰⵏⴼⵍⵓⵙⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ, ⵏⵖ ⴷ ⵓⵀⵓ?","كمم د تانفلوست تاماينوت, نغ د وهو?","kmm d tanflust tamaynut, nɣ d uhu?"
Is there anything in the box?,ⵉⵙ ⵉⵍⵍⴰ ⴽⵔⴰ ⴳ ⵓⴼⵏⵉⵇ?,Tachelhit,ⵉⵙ ⵉⵍⵍⴰ ⴽⵔⴰ ⴳ ⵓⴼⵏⵉⵇ?,يس يللا كرا ڭ وفنيق?,is illa kra g ufni9?
"After his father died, he had to study by himself.","ⴹⴰⵕⴰⵜ ⵏ ⵎⴰ ⴰⴷ ⵉⵎⵎⵓⵜ ⴱⴰⴱⴰⵙ, ⵉⵍⵍⴰ ⴼⵍⵍⴰⵙ ⴰⴷ ⵉⵖⵔ ⵙ ⵉⵅⴼ ⵏⵏⵙ.",Tachelhit,"ⴹⴰⵕⴰⵜ ⵏ ⵎⴰ ⴰⴷ ⵉⵎⵎⵓⵜ ⴱⴰⴱⴰⵙ, ⵉⵍⵍⴰ ⴼⵍⵍⴰⵙ ⴰⴷ ⵉⵖⵔ ⵙ ⵉⵅⴼ ⵏⵏⵙ.","ضارّات ن ما اد يمموت باباس, يللا فللاس اد يغر س يخف ننس.","ḍaṛat n ma ad immut babas, illa fllas ad iɣr s i5f nns."
Kidney.,tiẓẓlt.,Tarifit,ⵜⵉⵥⵥⵍⵜ.,تيزّزّلت.,tiẓẓlt.
It smells good.,ijja.,Other,ⵉⵊⵊⴰ.,يججا.,ijja.
You have perfumed,tsujjid,Other,ⵜⵙⵓⵊⵊⵉⴷ,تسوججيد,tsujjid
Dream.,tarjit,Tarifit,ⵜⴰⵔⵊⵉⵜ,تارجيت,tarjit
The Lord.,rbbi.,Tarifit,ⵔⴱⴱⵉ.,رببي.,rbbi.
Between.,jar,Other,ⵊⴰⵔ,جار,jar
Lullaby.,ashruri.,Other,ⴰⵙⵀⵔⵓⵔⵉ.,اسهروري.,ashruri.
He has denied.,inkṛ.,Tarifit,ⵉⵏⴽⵕ.,ينكرّ.,inkṛ.
He has risen.,inkr.,Other,ⵉⵏⴽⵔ.,ينكر.,inkr.
Let's tie.,arruz.,Other,ⴰⵔⵔⵓⵣ.,ارروز.,arruz.
Retention.,arruz.,Other,ⴰⵔⵔⵓⵣ.,ارروز.,arruz.
Annexation.,arruz.,Other,ⴰⵔⵔⵓⵣ.,ارروز.,arruz.
He has scored.,iṛcm.,Other,ⵉⵕⵛⵎ.,يرّشم.,iṛshm.
It is soaking.,ircm.,Other,ⵉⵔⵛⵎ.,يرشم.,irshm.
It's wet.,ircm.,Other,ⵉⵔⵛⵎ.,يرشم.,irshm.
Soften the laundry by strokes.,ircm.,Other,ⵉⵔⵛⵎ.,يرشم.,irshm.
God.,Llah.,Other,ⵍⵍⴰⵀ.,للاه.,llah.
Let's go!,yallah!,Tarifit,ⵢⴰⵍⵍⴰⵀ!,ياللاه!,yallah!
For God's sake!,ullah!,Other,ⵓⵍⵍⴰⵀ!,وللاه!,ullah!
I swear to God!,ullah!,Other,ⵓⵍⵍⴰⵀ!,وللاه!,ullah!
Thank God!,ḥmdulillah!,Tarifit,ⵃⵎⴷⵓⵍⵉⵍⵍⴰⵀ!,حمدوليللاه!,ḥmdulillah!
Still good!,ḥmdulillah!,Other,ⵃⵎⴷⵓⵍⵉⵍⵍⴰⵀ!,حمدوليللاه!,ḥmdulillah!
Let's go!,bismillah!,Tarifit,ⴱⵉⵙⵎⵉⵍⵍⴰⵀ!,بيسميللاه!,bismillah!
God willing!,ncaɛllah!,Tarifit,ⵏⵛⴰⵄⵍⵍⴰⵀ!,نشاعللاه!,nshaɛllah!
Hopefully!,ncaɛllah!,Tarifit,ⵏⵛⴰⵄⵍⵍⴰⵀ!,نشاعللاه!,nshaɛllah!
Congratulations!,barkllah!,Other,ⴱⴰⵔⴽⵍⵍⴰⵀ!,باركللاه!,barkllah!
Goodbye!,llayhnnik!,Tarifit,ⵍⵍⴰⵢⵀⵏⵏⵉⴽ!,للايهننيك!,llayhnnik!
Couscous.,agʷra.,Other,ⴰⴳʷⵔⴰ.,اڭʷرا.,agʷra.
Wooden bucket.,agʷra.,Tarifit,ⴰⴳʷⵔⴰ.,اڭʷرا.,agʷra.
Sugar.,askkʷar.,Tarifit,ⴰⵙⴽⴽʷⴰⵔ.,اسككʷار.,askkʷar.
Rec.,targʷa.,Tarifit,ⵜⴰⵔⴳʷⴰ.,تارڭʷا.,targʷa.
Channel.,targʷa.,Tarifit,ⵜⴰⵔⴳʷⴰ.,تارڭʷا.,targʷa.
Sweet.,alggʷaɣ.,Tarifit,ⴰⵍⴳⴳʷⴰⵖ.,الڭڭʷاغ.,alggʷaɣ.
Be sweet.,ilwiɣ.,Tarifit,ⵉⵍⵡⵉⵖ.,يلويغ.,ilwiɣ.
Pot.,agdur.,Tarifit,ⴰⴳⴷⵓⵔ.,اڭدور.,agdur.
Pots.,igʷdar.,Tarifit,ⵉⴳʷⴷⴰⵔ.,يڭʷدار.,igʷdar.
Wall.,agadir.,Tarifit,ⴰⴳⴰⴷⵉⵔ.,اڭادير.,agadir.
Fortified barn.,agadir.,Tarifit,ⴰⴳⴰⴷⵉⵔ.,اڭادير.,agadir.
Walls.,igudar.,Tarifit,ⵉⴳⵓⴷⴰⵔ.,يڭودار.,igudar.
Fortified granaries.,igudar.,Tarifit,ⵉⴳⵓⴷⴰⵔ.,يڭودار.,igudar.
Frogs.,igʷra.,Tarifit,ⵉⴳʷⵔⴰ.,يڭʷرا.,igʷra.
He has thrown.,igra.,Tarifit,ⵉⴳⵔⴰ.,يڭرا.,igra.
Edge.,tama.,Tarifit,ⵜⴰⵎⴰ.,تاما.,tama.
Edge.,tma.,Tarifit,ⵜⵎⴰ.,تما.,tma.
Sleep.,iḍs.,Tarifit,ⵉⴹⵙ.,يضس.,iḍs.
Co-wife.,takna.,Tarifit,ⵜⴰⴽⵏⴰ.,تاكنا.,takna.
Co-wife.,tacna.,Tarifit,ⵜⴰⵛⵏⴰ.,تاشنا.,tashna.
Earth.,cal.,Tarifit,ⵛⴰⵍ.,شال.,shal.
Between,gr,Tarifit,ⴳⵔ,ڭر,gr
Ass.,taxna.,Tarifit,ⵜⴰⵅⵏⴰ.,تاخنا.,ta5na.
City.,tamdint.,Tarifit,ⵜⴰⵎⴷⵉⵏⵜ.,تامدينت.,tamdint.
Where?,anda?,Tarifit,ⴰⵏⴷⴰ?,اندا?,anda?
Where?,mani?,Tarifit,ⵎⴰⵏⵉ?,ماني?,mani?
Round bread,angul.,Tarifit,ⴰⵏⴳⵓⵍ.,انڭول.,angul.
Lifting.,tankra.,Tarifit,ⵜⴰⵏⴽⵔⴰ.,تانكرا.,tankra.
Egg.,tamllalt.,Tarifit,ⵜⴰⵎⵍⵍⴰⵍⵜ.,تامللالت.,tamllalt.
Lead.,aldun.,Tarifit,ⴰⵍⴷⵓⵏ.,الدون.,aldun.
It's rotten.,irka.,Tarifit,ⵉⵔⴽⴰ.,يركا.,irka.
Arabic language.,taɛrabt.,Tarifit,ⵜⴰⵄⵔⴰⴱⵜ.,تاعرابت.,taɛrabt.
The woman.,tamṭṭut.,Tarifit,ⵜⴰⵎⵟⵟⵓⵜ.,تامططوت.,tamṭṭut.
It's the woman.,d tamṭṭut.,Tarifit,ⴷ ⵜⴰⵎⵟⵟⵓⵜ.,د تامططوت.,d tamṭṭut.
Comb.,krḍ.,Tarifit,ⴽⵔⴹ.,كرض.,krḍ.
Lunch.,amkli.,Tarifit,ⴰⵎⴽⵍⵉ.,امكلي.,amkli.
It's rotten.,irca.,Tarifit,ⵉⵔⵛⴰ.,يرشا.,irsha.
Lake.,aglmam.,Tarifit,ⴰⴳⵍⵎⴰⵎ.,اڭلمام.,aglmam.
Lake.,aglmim.,Tarifit,ⴰⴳⵍⵎⵉⵎ.,اڭلميم.,aglmim.
Field.,igr.,Tarifit,ⵉⴳⵔ.,يڭر.,igr.
Hunting.,gmr.,Tarifit,ⴳⵎⵔ.,ڭمر.,gmr.
Hunting.,tagmrt.,Tarifit,ⵜⴰⴳⵎⵔⵜ.,تاڭمرت.,tagmrt.
To be frozen.,grs.,Tarifit,ⴳⵔⵙ.,ڭرس.,grs.
To be frozen.,jrs.,Tarifit,ⵊⵔⵙ.,جرس.,jrs.
Frost.,agris.,Tarifit,ⴰⴳⵔⵉⵙ.,اڭريس.,agris.
Frost.,ajris.,Tarifit,ⴰⵊⵔⵉⵙ.,اجريس.,ajris.
Winter.,tagrst.,Tarifit,ⵜⴰⴳⵔⵙⵜ.,تاڭرست.,tagrst.
Boy!,ay arba!,Tarifit,ⴰⵢ ⴰⵔⴱⴰ!,اي اربا!,ay arba!
Girl!,a tarbat!,Tarifit,ⴰ ⵜⴰⵔⴱⴰⵜ!,ا تاربات!,a tarbat!
"Oh, my heart!",ay ul-inu!,Tarifit,ⴰⵢ ⵓⵍ-ⵉⵏⵓ!,اي ول-ينو!,ay ul-inu!
He told him.,inna-yas.,Tarifit,ⵉⵏⵏⴰ-ⵢⴰⵙ.,يننا-ياس.,inna-yas.
Give it to him.,fk-as.,Tarifit,ⴼⴽ-ⴰⵙ.,فك-اس.,fk-as.
Go!,dduyat!,Tarifit,ⴷⴷⵓⵢⴰⵜ!,ددويات!,dduyat!
Take it!,asiyat!,Tarifit,ⴰⵙⵉⵢⴰⵜ!,اسييات!,asiyat!
Take it!,amẓat!,Tarifit,ⴰⵎⵥⴰⵜ!,امزّات!,amẓat!
This boy.,arba-yad.,Tarifit,ⴰⵔⴱⴰ-ⵢⴰⴷ.,اربا-ياد.,arba-yad.
This girl.,tarbat-ad.,Tarifit,ⵜⴰⵔⴱⴰⵜ-ⴰⴷ.,تاربات-اد.,tarbat-ad.
He is a doctor.,iga aḍbib.,Tarifit,ⵉⴳⴰ ⴰⴹⴱⵉⴱ.,يڭا اضبيب.,iga aḍbib.
He told him.,inna-as.,Tarifit,ⵉⵏⵏⴰ-ⴰⵙ.,يننا-اس.,inna-as.
He has told lies.,inna iḥllaln.,Tarifit,ⵉⵏⵏⴰ ⵉⵃⵍⵍⴰⵍⵏ.,يننا يحللالن.,inna iḥllaln.
Bring it here.,awi-t-id.,Tarifit,ⴰⵡⵉ-ⵜ-ⵉⴷ.,اوي-ت-يد.,awi-t-id.
They plant them.,da ti-ttẓẓun.,Tarifit,ⴷⴰ ⵜⵉ-ⵜⵜⵥⵥⵓⵏ.,دا تي-تتزّزّون.,da ti-ttẓẓun.
Come.,ack-id.,Tarifit,ⴰⵛⴽ-ⵉⴷ.,اشك-يد.,ashk-id.
My girl.,tarbat-inu.,Tarifit,ⵜⴰⵔⴱⴰⵜ-ⵉⵏⵓ.,تاربات-ينو.,tarbat-inu.
My child.,arba-nu.,Tarifit,ⴰⵔⴱⴰ-ⵏⵓ.,اربا-نو.,arba-nu.
It has rained for seven days without stopping.,Iwet wenẓar sebɛa wussan war aḥbas.,Tarifit,ⵉⵡⴻⵜ ⵡⴻⵏⵥⴰⵔ ⵙⴻⴱⵄⴰ ⵡⵓⵙⵙⴰⵏ ⵡⴰⵔ ⴰⵃⴱⴰⵙ.,يو ت و نزّار س بعا ووسسان وار احباس.,iwet wenẓar sebɛa wussan war aḥbas.
Donkey,tasnust.,Tarifit,ⵜⴰⵙⵏⵓⵙⵜ.,تاسنوست.,tasnust.
He carries.,ittawi.,Tarifit,ⵉⵜⵜⴰⵡⵉ.,يتتاوي.,ittawi.
She is an old woman.,d tamɣart.,Tarifit,ⴷ ⵜⴰⵎⵖⴰⵔⵜ.,د تامغارت.,d tamɣart.
King.,ajllid.,Tarifit,ⴰⵊⵍⵍⵉⴷ.,اجلليد.,ajllid.
My sister.,ultma.,Tarifit,ⵓⵍⵜⵎⴰ.,ولتما.,ultma.
Spoon.,taɣnjayt.,Tarifit,ⵜⴰⵖⵏⵊⴰⵢⵜ.,تاغنجايت.,taɣnjayt.
From Kelaia,taqlɛayt,Tarifit,ⵜⴰⵇⵍⵄⴰⵢⵜ,تاقلعايت,ta9lɛayt
Old.,awssar.,Tarifit,ⴰⵡⵙⵙⴰⵔ.,اوسسار.,awssar.
Old.,amɣar.,Tarifit,ⴰⵎⵖⴰⵔ.,امغار.,amɣar.
Mill.,tasirt.,Tarifit,ⵜⴰⵙⵉⵔⵜ.,تاسيرت.,tasirt.
Egg.,tamllalt.,Tarifit,ⵜⴰⵎⵍⵍⴰⵍⵜ.,تامللالت.,tamllalt.
Partridge.,taskkurt.,Tarifit,ⵜⴰⵙⴽⴽⵓⵔⵜ.,تاسككورت.,taskkurt.
She has found them.,tufa-tn.,Tarifit,ⵜⵓⴼⴰ-ⵜⵏ.,توفا-تن.,tufa-tn.
Palm tree.,tazdayt.,Tarifit,ⵜⴰⵣⴷⴰⵢⵜ.,تازدايت.,tazdayt.
Girl.,tahyuyt.,Tarifit,ⵜⴰⵀⵢⵓⵢⵜ.,تاهيويت.,tahyuyt.
It comes back constantly.,idggʷl.,Tarifit,ⵉⴷⴳⴳʷⵍ.,يدڭڭʷل.,idggʷl.
Don't let it go!,ad ur iddu!,Tarifit,ⴰⴷ ⵓⵔ ⵉⴷⴷⵓ!,اد ور يددو!,ad ur iddu!
They call it,qqarn-as,Tarifit,ⵇⵇⴰⵔⵏ-ⴰⵙ,ققارن-اس,99arn-as
The keys.,tisura.,Tarifit,ⵜⵉⵙⵓⵔⴰ.,تيسورا.,tisura.
Extreme,ickd,Tarifit,ⵉⵛⴽⴷ,يشكد,ishkd
He opened it for him.,irẓm-as,Tarifit,ⵉⵔⵥⵎ-ⴰⵙ,يرزّم-اس,irẓm-as
Comparison.,asrus.,Tarifit,ⴰⵙⵔⵓⵙ.,اسروس.,asrus.
Deposit.,asrus.,Tarifit,ⴰⵙⵔⵓⵙ.,اسروس.,asrus.
Go away.,illi-nn.,Tarifit,ⵉⵍⵍⵉ-ⵏⵏ.,يللي-نن.,illi-nn.
My daughter is there.,illi-nn,Tarifit,ⵉⵍⵍⵉ-ⵏⵏ,يللي-نن,illi-nn
Strength.,tadusi.,Tarifit,ⵜⴰⴷⵓⵙⵉ.,تادوسي.,tadusi.
Softness.,taluɣi.,Tarifit,ⵜⴰⵍⵓⵖⵉ.,تالوغي.,taluɣi.
Tenderness.,taluɣi.,Tarifit,ⵜⴰⵍⵓⵖⵉ.,تالوغي.,taluɣi.
Close!,rgl!,Tarifit,ⵔⴳⵍ!,رڭل!,rgl!
You closed,trgld,Tarifit,ⵜⵔⴳⵍⴷ,ترڭلد,trgld
Keep lending!,rṭṭl!,Tarifit,ⵔⵟⵟⵍ!,رططل!,rṭṭl!
Open!,rẓm!,Tarifit,ⵔⵥⵎ!,رزّم!,rẓm!
Fish.,islman.,Tarifit,ⵉⵙⵍⵎⴰⵏ.,يسلمان.,islman.
She has stretched.,tldi,Tarifit,ⵜⵍⴷⵉ,تلدي,tldi
He has stretched.,ildi,Tarifit,ⵉⵍⴷⵉ,يلدي,ildi
"What we want, I haven't found.","wa da nra, ur t-ufiɣ.",Tarifit,"ⵡⴰ ⴷⴰ ⵏⵔⴰ, ⵓⵔ ⵜ-ⵓⴼⵉⵖ.","وا دا نرا, ور ت-وفيغ.","wa da nra, ur t-ufiɣ."
People.,mddn.,Tarifit,ⵎⴷⴷⵏ.,مددن.,mddn.
Keep cutting!,mggr!,Tarifit,ⵎⴳⴳⵔ!,مڭڭر!,mggr!
Demnat.,Dmnat.,Tarifit,ⴷⵎⵏⴰⵜ.,دمنات.,dmnat.
Have you tasted?,turmd,Tarifit,ⵜⵓⵔⵎⴷ,تورمد,turmd
Have you tasted?,tqqasd,Tarifit,ⵜⵇⵇⴰⵙⴷ,تققاسد,t99asd
The mouth of the well.,timit n tanut.,Tarifit,ⵜⵉⵎⵉⵜ ⵏ ⵜⴰⵏⵓⵜ.,تيميت ن تانوت.,timit n tanut.
Have you collected firewood?,tzdmd.,Tarifit,ⵜⵣⴷⵎⴷ.,تزدمد.,tzdmd.
He/She has collected firewood for him/her.,tzdm-as.,Tarifit,ⵜⵣⴷⵎ-ⴰⵙ.,تزدم-اس.,tzdm-as.
He/She lives.,izdɣ,Tarifit,ⵉⵣⴷⵖ,يزدغ,izdɣ
I have mixed it.,srksɣ-t,Tarifit,ⵙⵔⴽⵙⵖ-ⵜ,سركسغ-ت,srksɣ-t
I have left.,ffɣeɣ.,Tarifit,ⴼⴼⵖⴻⵖ.,ففغ غ.,ffɣeɣ.
Get out!,ffɣ!,Tarifit,ⴼⴼⵖ!,ففغ!,ffɣ!
I live.,zdɣɣ,Tarifit,ⵣⴷⵖⵖ,زدغغ,zdɣɣ
She has left.,tfta.,Tarifit,ⵜⴼⵜⴰ.,تفتا.,tfta.
Eat!,tc!,Tarifit,ⵜⵛ!,تش!,tsh!
Be quiet!,fst!,Tarifit,ⴼⵙⵜ!,فست!,fst!
Be quiet!,sqr!,Tarifit,ⵙⵇⵔ!,سقر!,s9r!
You have dropped it.,tsḍrd,Tarifit,ⵜⵙⴹⵔⴷ,تسضرد,tsḍrd
You have dropped it.,tɣḍrd,Tarifit,ⵜⵖⴹⵔⴷ,تغضرد,tɣḍrd
Be quiet and eat!,"fst, tetct!",Tarifit,"ⴼⵙⵜ, ⵜⴻⵜⵛⵜ!","فست, ت تشت!","fst, tetsht!"
Always.,bdda.,Tarifit,ⴱⴷⴷⴰ.,بددا.,bdda.
Always.,lbda.,Tarifit,ⵍⴱⴷⴰ.,لبدا.,lbda.
Stop!,bdd!,Tarifit,ⴱⴷⴷ!,بدد!,bdd!
Let her be.,ad tg,Tarifit,ⴰⴷ ⵜⴳ,اد تڭ,ad tg
For the cockroaches.,i tbdrin.,Tarifit,ⵉ ⵜⴱⴷⵔⵉⵏ.,ي تبدرين.,i tbdrin.
She will remember.,rad tkti,Tarifit,ⵔⴰⴷ ⵜⴽⵜⵉ,راد تكتي,rad tkti
Let her pass.,ad tkk,Tarifit,ⴰⴷ ⵜⴽⴽ,اد تكك,ad tkk
The lane.,tamurt.,Tarifit,ⵜⴰⵎⵓⵔⵜ.,تامورت.,tamurt.
The land.,tamurt.,Tarifit,ⵜⴰⵎⵓⵔⵜ.,تامورت.,tamurt.
The sand.,ijdi.,Tarifit,ⵉⵊⴷⵉ.,يجدي.,ijdi.
The mountain.,adrar.,Tarifit,ⴰⴷⵔⴰⵔ.,ادرار.,adrar.
The hill.,admar.,Tarifit,ⴰⴷⵎⴰⵔ.,ادمار.,admar.
The cliff.,addar.,Tarifit,ⴰⴷⴷⴰⵔ.,اددار.,addar.
The island.,tagzirt.,Tarifit,ⵜⴰⴳⵣⵉⵔⵜ.,تاڭزيرت.,tagzirt.
The cave.,ifri.,Tarifit,ⵉⴼⵔⵉ.,يفري.,ifri.
The water.,aman.,Tarifit,ⴰⵎⴰⵏ.,امان.,aman.
The foam.,kuffu.,Tarifit,ⴽⵓⴼⴼⵓ.,كوففو.,kuffu.
The river.,iɣzar.,Tarifit,ⵉⵖⵣⴰⵔ.,يغزار.,iɣzar.
The spring.,tala.,Tarifit,ⵜⴰⵍⴰ.,تالا.,tala.
The sky.,ajnna.,Tarifit,ⴰⵊⵏⵏⴰ.,اجننا.,ajnna.
The star.,itri.,Tarifit,ⵉⵜⵔⵉ.,يتري.,itri.
The lightning.,assam.,Tarifit,ⴰⵙⵙⴰⵎ.,اسسام.,assam.
The thunder.,ajjaj.,Tarifit,ⴰⵊⵊⴰⵊ.,اججاج.,ajjaj.
The rainbow.,taslit n wenẓar.,Tarifit,ⵜⴰⵙⵍⵉⵜ ⵏ ⵡⴻⵏⵥⴰⵔ.,تاسليت ن و نزّار.,taslit n wenẓar.
The darkness.,tallst.,Tarifit,ⵜⴰⵍⵍⵙⵜ.,تاللست.,tallst.
The shade.,tili.,Tarifit,ⵜⵉⵍⵉ.,تيلي.,tili.
The rain.,anẓar.,Tarifit,ⴰⵏⵥⴰⵔ.,انزّار.,anẓar.
The fire.,timssi.,Tarifit,ⵜⵉⵎⵙⵙⵉ.,تيمسسي.,timssi.
The flame.,aḥddiq.,Tarifit,ⴰⵃⴷⴷⵉⵇ.,احدديق.,aḥddi9.
The ash.,iɣɣd.,Tarifit,ⵉⵖⵖⴷ.,يغغد.,iɣɣd.
The person.,bnadm.,Tarifit,ⴱⵏⴰⴷⵎ.,بنادم.,bnadm.
The young man.,aɛzri.,Tarifit,ⴰⵄⵣⵔⵉ.,اعزري.,aɛzri.
The baby.,asgmi.,Tarifit,ⴰⵙⴳⵎⵉ.,اسڭمي.,asgmi.
The wedding.,urar.,Tarifit,ⵓⵔⴰⵔ.,ورار.,urar.
My father.,baba.,Tarifit,ⴱⴰⴱⴰ.,بابا.,baba.
The father.,baba.,Tarifit,ⴱⴰⴱⴰ.,بابا.,baba.
The old man.,awssar.,Tarifit,ⴰⵡⵙⵙⴰⵔ.,اوسسار.,awssar.
The grandmother.,ḥnna.,Tarifit,ⵃⵏⵏⴰ.,حننا.,ḥnna.
The old woman.,tawssart.,Tarifit,ⵜⴰⵡⵙⵙⴰⵔⵜ.,تاوسسارت.,tawssart.
The grandson.,ayyaw.,Tarifit,ⴰⵢⵢⴰⵡ.,ايياو.,ayyaw.
The granddaughter.,tayyawt.,Tarifit,ⵜⴰⵢⵢⴰⵡⵜ.,تايياوت.,tayyawt.
My nephew.,mmis n uma.,Tarifit,ⵎⵎⵉⵙ ⵏ ⵓⵎⴰ.,مميس ن وما.,mmis n uma.
The niece.,tayyawt.,Tarifit,ⵜⴰⵢⵢⴰⵡⵜ.,تايياوت.,tayyawt.
The herdsman.,anilti.,Tarifit,ⴰⵏⵉⵍⵜⵉ.,انيلتي.,anilti.
The pig.,ilf.,Tarifit,ⵉⵍⴼ.,يلف.,ilf.
The donkey.,aɣyul.,Tarifit,ⴰⵖⵢⵓⵍ.,اغيول.,aɣyul.
The owl.,muka.,Tarifit,ⵎⵓⴽⴰ.,موكا.,muka.
The dog.,aqzin.,Tarifit,ⴰⵇⵣⵉⵏ.,اقزين.,a9zin.
The dog.,ahggar.,Tarifit,ⴰⵀⴳⴳⴰⵔ.,اهڭڭار.,ahggar.
The fish.,aslm.,Tarifit,ⴰⵙⵍⵎ.,اسلم.,aslm.
The scale.,aɛban.,Tarifit,ⴰⵄⴱⴰⵏ.,اعبان.,aɛban.
The wolf.,uccn.,Tarifit,ⵓⵛⵛⵏ.,وششن.,ushshn.
The camel.,alɣm.,Tarifit,ⴰⵍⵖⵎ.,الغم.,alɣm.
The spider.,qundɛa.,Tarifit,ⵇⵓⵏⴷⵄⴰ.,قوندعا.,9undɛa.
The fly.,izi.,Tarifit,ⵉⵣⵉ.,يزي.,izi.
The sandfly.,tizit.,Tarifit,ⵜⵉⵣⵉⵜ.,تيزيت.,tizit.
The midge.,tizit.,Tarifit,ⵜⵉⵣⵉⵜ.,تيزيت.,tizit.
The gnat.,tizit.,Tarifit,ⵜⵉⵣⵉⵜ.,تيزيت.,tizit.
The mosquito.,nnamus.,Tarifit,ⵏⵏⴰⵎⵓⵙ.,نناموس.,nnamus.
The chameleon.,tata.,Tarifit,ⵜⴰⵜⴰ.,تاتا.,tata.
The grasshopper.,tmurɣi.,Tarifit,ⵜⵎⵓⵔⵖⵉ.,تمورغي.,tmurɣi.
The grasshopper.,buṛxs.,Tarifit,ⴱⵓⵕⵅⵙ.,بورّخس.,buṛ5s.
The snail.,aɣlal.,Tarifit,ⴰⵖⵍⴰⵍ.,اغلال.,aɣlal.
The body.,arrimt.,Tarifit,ⴰⵔⵔⵉⵎⵜ.,ارريمت.,arrimt.
The body.,ddatt.,Tarifit,ⴷⴷⴰⵜⵜ.,دداتت.,ddatt.
The flesh.,aksum.,Tarifit,ⴰⴽⵙⵓⵎ.,اكسوم.,aksum.
The pubic hair.,izaggʷn.,Tarifit,ⵉⵣⴰⴳⴳʷⵏ.,يزاڭڭʷن.,izaggʷn.
The blood.,idammn.,Tarifit,ⵉⴷⴰⵎⵎⵏ.,يداممن.,idammn.
The back.,aɛrur.,Tarifit,ⴰⵄⵔⵓⵔ.,اعرور.,aɛrur.
The brain.,alli.,Tarifit,ⴰⵍⵍⵉ.,اللي.,alli.
The brain.,amlɣiɣ.,Tarifit,ⴰⵎⵍⵖⵉⵖ.,املغيغ.,amlɣiɣ.
The face.,udm.,Tarifit,ⵓⴷⵎ.,ودم.,udm.
The cheek.,agmmiẓ.,Tarifit,ⴰⴳⵎⵎⵉⵥ.,اڭمميزّ.,agmmiẓ.
The cheek.,amggiẓ.,Tarifit,ⴰⵎⴳⴳⵉⵥ.,امڭڭيزّ.,amggiẓ.
The eyebrow.,timmi.,Tarifit,ⵜⵉⵎⵎⵉ.,تيممي.,timmi.
The eyelid.,aɛrur n tiṭṭ.,Tarifit,ⴰⵄⵔⵓⵔ ⵏ ⵜⵉⵟⵟ.,اعرور ن تيطط.,aɛrur n tiṭṭ.
The ear.,amẓẓuɣ.,Tarifit,ⴰⵎⵥⵥⵓⵖ.,امزّزّوغ.,amẓẓuɣ.
The ear.,amjjun.,Tarifit,ⴰⵎⵊⵊⵓⵏ.,امججون.,amjjun.
The nasal mucus.,aqnnin.,Tarifit,ⴰⵇⵏⵏⵉⵏ.,اقننين.,a9nnin.
The mouth.,aqmmum.,Tarifit,ⴰⵇⵎⵎⵓⵎ.,اقمموم.,a9mmum.
The beak.,acnqub.,Tarifit,ⴰⵛⵏⵇⵓⴱ.,اشنقوب.,ashn9ub.
The lip.,anfif.,Tarifit,ⴰⵏⴼⵉⴼ.,انفيف.,anfif.
The tongue.,ils.,Tarifit,ⵉⵍⵙ.,يلس.,ils.
The tooth.,tiɣmst.,Tarifit,ⵜⵉⵖⵎⵙⵜ.,تيغمست.,tiɣmst.
The teeth.,tiɣmas.,Tarifit,ⵜⵉⵖⵎⴰⵙ.,تيغماس.,tiɣmas.
The gums.,anɣ.,Tarifit,ⴰⵏⵖ.,انغ.,anɣ.
The thumb.,imz.,Tarifit,ⵉⵎⵣ.,يمز.,imz.
The heart.,ul.,Tarifit,ⵓⵍ.,ول.,ul.
The lung.,taṛut.,Tarifit,ⵜⴰⵕⵓⵜ.,تارّوت.,taṛut.
