source_string,target_string,latin,arabic_script,english
ⵉⵜⵜⵛⴰ ⵢⴰⵍ ⵣⴳ ⴰ ⵢⵛⵡⴰ ⵢⴱⴷⴰ ⵉⵜⵜⴱⵄⵓⵇⵇⵓⵢ,أكل حتى الشبع وبدأ يستفرغ ما في بطنه.,ittsha yal zg a yshwa ybda ittb3uqquy,يتتشا يال زڭ ا يشوا يبدا يتتبعوققوي,He ate until he was full and then started vomiting what was in his stomach.
ⴷⴷⵔⵖ ⵊⴰⵔ ⵉⴷⵓⵔⴰⵔ,عشت بين الجبال.,ddrgh jar idurar,ددرغ جار يدورار,I lived among the mountains.
ⵉⴷⴷⵣ ⵢⵉⴹⵕⴰⵜⵏ ⵙ ⵜⵣⴷⵓⵣⵜ,دق الذرة بالمدق.,iddz yiḍṛatn s tzduzt,يددز ييضراتن س تزدوزت,Pound the corn with the pestle.
ⵜⴷⴷⵣ ⵢⵎⵎⴰ ⵍⵇⵀⵡⴰ ⴷⴳ ⵢⵉⴷⵉⴷⵢ,طحنت أمي القهوة في الهاون.,tddz ymma lqhwa dg yididy,تددز يمما لقهوا دڭ ييديدي,My mother ground the coffee in the mortar.
ⵉⵜⵜⵛⴰ ⵢⴰⵍ ⵣⴳ ⴰ ⵢⴷⵊⵉⵡⵏ,أكل إلى أن شبع.,ittsha yal zg a ydjiwn,يتتشا يال زڭ ا يدجيون,He ate until he was full.
ⴷⵊⵉⵡⵏⵖ ⵣⵣⵉ ⵍⵀⴹⵔⵜ ⴰ,سئمت من هذا الكلام.,djiwngh zzi lhḍrt a,دجيونغ ززي لهضرت ا,"""I'm tired of this talk."""
ⵉⴹⵚⵚ ⵢⵉⵟ ⴷ ⵡⴰⵙⵙ,يضحك ليلا ونهارا.,iḍṣṣ yiṭ d wass,يضصص ييط د واسس,He laughs day and night.
ⵉⵍ ⴹⵚⵚ ⵅ ⵎⵉⴷⴷⵏ,لا تسخر من الناس.,il ḍṣṣ kh middn,يل ضصص خ ميددن,Do not mock people.
ⵉⴹⵢⵢⵄ ⴰⴳⴳⵍ ⵏⵏⵙ,أهدر ماله.,iḍyy3 aggl nns,يضييع اڭڭل ننس,He wasted his money.
ⴼⴼⵓⴷⵏ ⵍⵡⴰⵛⵓⵏ ⵉⵎⵥⵥⵢⴰⵏⵏ,عطش الأطفال الصغار.,ffudn lwashun imẓẓyann,ففودن لواشون يمزّزّيانن,Translation Error
ⵉⴼⴼⵓⴷ ⵙ ⵍⵃⴰⵎⵓ,عطش من الحر.,iffud s lḥamu,يففود س لحامو,Thirsty from the heat.
ⵉⵎⵊⵔ ⵜⴰⴹⵕⴰⵜ ⵣⴳ ⵢⵉⵢⵢⵔ,احتش الذرة من الحقل.,imjr taḍṛat zg yiyyr,يمجر تاضرات زڭ يييير,He harvested the corn from the field.
ⵉⴼⴽⴽ ⵉ ⵣⴳ ⵉⵇⵟⴰⵟⵄⵉⵢⵏ,أنقذه من اللصوص.,ifkk i zg iqṭaṭ3iyn,يفكك ي زڭ يقطاطعيين,He saved him from the thieves.
ⵉⵜⵜⵛⵓⵕ ⵓⴹⵡⵡⴰⵕ ⴰ ⵙ ⵢⵉⵇⵟⴰⵟⵄⵉⵢⵏ,هذا المشدر مليء باللصوص.,ittshuṛ uḍwwaṛ a s yiqṭaṭ3iyn,يتتشور وضووار ا س ييقطاطعيين,This scene is full of thieves.
ⵏⴱⵏⴰ ⵜⴰⵎⵣⴳⵉⴷⴰ ⴷⴳ ⵓⴹⵡⵡⴰⵕ ⵏⵏⵖ,شيدنا مسجدا في حينا.,nbna tamzgida dg uḍwwaṛ nngh,نبنا تامزڭيدا دڭ وضووار ننغ,We built a mosque in our neighborhood.
ⴳⴰⵢⵎⵔⵓ ⵢⵏⵀⵀⵕ ⴰⵊⵟⵉⵟ ⵅ ⵜⵣⵉⵣⵡⴰ,اليعسوب يمنع الطائر من مهاجمة النحل.,gaymru ynhhṛ ajṭiṭ kh tzizwa,ڭايمرو ينههر اجطيط خ تزيزوا,The dragonfly prevents the bird from attacking the bees.
ⵏⵡⵡⵟ ⵖⵔ ⵜⵎⴷⵉⵏⵜ ⵏ ⴳⵔⵙⵉⴼ,وصلنا إلى مدينة جرسيف.,nwwṭ ghr tmdint n grsif,نووط غر تمدينت ن ڭرسيف,We arrived in the city of Guercif.
ⵜⴳⵄⵄⴷ ⴰⴽⴷ ⵓⵙⵓⴼ ⵜⴻⵜⵜⵔⵓ,صعدت مع النهر تبكي.,tg33d akd usuf tettru,تڭععد اكد وسوف ت°تترو,"She went up along the river, crying."
ⵜⵖⵍⵢ ⵜⴼⵓⵛⵜ,غربت الشمس.,tghly tfusht,تغلي تفوشت,The sun has set.
ⵓⴼⵉⵏⵜ ⵓⵍⵍⵉ ⵀⴷⴷⵓ,وجدت النعاج الكلأ.,ufint ulli hddu,وفينت وللي هددو,The sheep found the pasture.
ⵀⵏⵏⴰ ⵣⵣⵉ ⵚⴷⴰⵄ,توقف عن إثارة الضجيج.,hnna zzi ṣda3,هننا ززي صداع,Stop making noise.
ⴰⴼⵊⴰⵄ ⵓⵔ ⵛ ⵉⵜⵜⴼⴽⴽⵉ ⵣⵣⵉ ⵍⵎⵓⵜ,الخوف لن ينجيك من الموت.,afja3 ur sh ittfkki zzi lmut,افجاع ور ش يتتفككي ززي لموت,Fear will not save you from death.
ⵜⵃⵍⴰⴷⵊ ⴰⴷ ⵜⵕⴰⵃ ⵖⵔ ⵓⵅⵅⴰⵎ ⵏⵏⵙ,أرادت الذهاب إلى منزلها.,tḥladj ad tṛaḥ ghr ukhkham nns,تحلادج اد تراح غر وخخام ننس,She wanted to go to her house.
ⵜⵃⴷⴰⴷⵊ ⴰⴷ ⵜⵕⴰⵃ ⵖⵔ ⵓⵅⵅⴰⵎ ⵏⵏⵙ,أرادت الذهاب إلى منزلها.,tḥdadj ad tṛaḥ ghr ukhkham nns,تحدادج اد تراح غر وخخام ننس,She wanted to go to her house.
ⵄⵣⵎ ⵛⵡⴰⵢ ⵛⴽⴽ ⵜⵜⴳⴳⵜ ⵜⵉⵛⵍⵉ ⵏ ⵓⴼⴽⵕⵓⵏ,أسرع قليلا وأنت تمشي كالسلحفاة.,3zm shway shkk ttggt tishli n ufkṛun,عزم شواي شكك تتڭڭت تيشلي ن وفكرون,Walk a little faster; you're moving like a turtle.
ⵉⴼⴼⵖ ⴷ ⵣⵣⴰⴳ-ⵙ ⵉⴷⴷⵔ,خرج منها حيا.,iffgh d zzag-s iddr,يففغ د ززاڭ-س يددر,He came out of it alive.
ⵉⵏⵏ ⵉⴷⴷⵔⵏ ⵉⵍⵉⴷ ⴰⵎ ⵉⵏⵏ ⵉⵎⵎⵓⵜⵏ,الأحياء ليسوا كالأموات.,inn iddrn ilid am inn immutn,ينن يددرن يليد ام ينن يمموتن,The living are not like the dead.
ⵡⴰⵍⴰⵢⵏⵏⵉ ⴷ ⴰⴼⵍⴰⵃ,يا له من جمال.,walaynni d aflaḥ,والاينني د افلاح,What a beauty!
ⵜⵅⵍⴰⵜ ⵙ ⵓⴼⵍⴰⵃ,غاية في الجمال.,tkhlat s uflaḥ,تخلات س وفلاح,Extremely beautiful.
ⵉⴼⵍⵃ ⴰⵢⵏⵏ ⵜⵢⴰ ⵢⵎⵎⴰ ⵏⵛⴰ ⴷ ⴰⵔⵎⴰⵚ ⴷⴳ ⵓⵛⵇⵓⴼ,جميل ما أعدته أمي ولو رغلا ملحيا في القدر.,iflḥ aynn tya ymma nsha d armaṣ dg ushquf,يفلح اينن تيا يمما نشا د ارماص دڭ وشقوف,"""How beautiful is what my mother prepared, even if it's just salty bread in the pot."""
ⵖⴰⵔ-ⵙ ⴰⴳⴳⵍ ⵎⴰⵛⴰ ⵢⵍⵍⵓⵥ,لديه المال لكنه بخيل.,ghar-s aggl masha ylluẓ,غار-س اڭڭل ماشا يللوزّ,"He has money, but he is stingy."
"ⵉⵄⵣⵔⵉⵢⵏ ⵜⵜⵉⵏⵉⵏ ⴰ ⵍⴰⵍⵙ ⵉ ⵢⵉⵏⵏ ⵉⵎⵍⵛⵏ, ⵉⵏⵏ ⵉⵎⵍⵛⵏ ⵜⵜⵉⵏⵉⵏ ⴰ ⵍⴰⵍⵙ ⵉ ⵢⵄⵣⵔⵉⵢⵏ",العزاب يقولون يا فرحة المتزوجين، والمتزوجون يقولون يا فرحة العزاب.,"i3zriyn ttinin a lals i yinn imlshn, inn imlshn ttinin a lals i y3zriyn","يعزريين تتينين ا لالس ي يينن يملشن, ينن يملشن تتينين ا لالس ي يعزريين","Singles say, ""Oh, the joy of the married,"" and the married say, ""Oh, the joy of the singles."""
ⴰⵕⵥⴰⵎ ⵉⵎⵓⵃⴰⵍ ⵉⵜⵜⵉⵍⵉ ⴰⴽⴷ ⵚⵚⴱⴰⵃ ⵉⵍⵉⴷ ⴰⴽⴷ ⵜⵎⴷⴷⵉⵜ,إطلاق الأغنام في الصباح لا في المساء.,aṛẓam imuḥal ittili akd ṣṣbaḥ ilid akd tmddit,ارزّام يموحال يتتيلي اكد صصباح يليد اكد تمدديت,"Releasing the sheep in the morning, not in the evening."
ⵉⵙⵖⴰ ⵢⴰⵄⵍⵍⴰⴼ ⵉ ⵢⵎⵓⵃⴰⵍ ⵏⵏⵙ,اشترى المعلف لماشيته.,isgha ya3llaf i ymuḥal nns,يسغا ياعللاف ي يموحال ننس,He bought feed for his livestock.
ⵇⵇⵓⵔⵏ ⵡⴰⴼⵔⵉⵡⵏ ⵏ ⵉⵙⴽⵍⴰ,يبست أوراق الأشجار.,qqurn wafriwn n iskla,ققورن وافريون ن يسكلا,The leaves of the trees have dried up.
ⵉⵕⵕⵥ ⵡⴰⴼⵔ ⵏ ⵜⵢⴰⵥⵉⵟⵜ,كُسر جناح الدجاجة.,iṛṛẓ wafr n tyaẓiṭt,يررزّ وافر ن تيازّيطت,The chicken's wing was broken.
ⵉⵔⵖⴰ ⵍⵃⴰⵍ,الجو ساخن.,irgha lḥal,يرغا لحال,The weather is hot.
ⵜⵔⵖⴰ ⵙⵙⵍⵄⵜ ⴷⵉ ⵙⵙⵓⵇ,السلعة غالية في السوق.,trgha ssl3t di ssuq,ترغا سسلعت دي سسوق,The product is expensive in the market.
ⵉⵔⵡⵖ ⵜ ⴷⵉ ⵙⵙⵓⵇ,لاقيته في السوق.,irwgh t di ssuq,يروغ ت دي سسوق,I met him in the market.
ⵢⵉⵔⵡ ⴱⴰⴱⴰ-ⵙ ⴷⴳ ⵓⴱⵔⵉⴷ,لاقى أباه في الطريق.,yirw baba-s dg ubrid,ييرو بابا-س دڭ وبريد,He met his father on the road.
ⵉⵔⵢⵢⵃ ⵓⴽⵙⵓⵎ ⴰ,هذا اللحم نتن.,iryyḥ uksum a,يرييح وكسوم ا,This meat is rotten.
ⵢⵉⵕⵟ ⵉⵃⵔⴰⵡⵏ ⵏⵏⵙ,لبس ملابسه.,yiṛṭ iḥrawn nns,ييرط يحراون ننس,He got dressed.
ⵢⵉⵕⴹ ⵉⵃⵔⴰⵡⵏ ⵏⵏⵙ,لبس ملابسه.,yiṛḍ iḥrawn nns,ييرض يحراون ننس,He put on his clothes.
ⵚⴼⴰⵏ ⵡⴰⵎⴰⵏ,المياه صافية.,ṣfan waman,صفان وامان,The water is clear.
ⵉⵚⵎⵎⵟ ⵍⵃⴰⵍ,الجو بارد.,iṣmmṭ lḥal,يصممط لحال,The weather is cold.
ⵚⵎⵎⵟⵏ ⵢⵉⵟⴰⵕⵏ ⵉⵏⵓ ⵙ ⵓⵚⵎⴰⵟ,رجلاي باردتان بالبرد.,ṣmmṭn yiṭaṛn inu s uṣmaṭ,صممطن ييطارن ينو س وصماط,"""My legs are cold from the cold."""
ⵉⵚⵎⵎⴹ ⵍⵃⴰⵍ,الجو بارد.,iṣmmḍ lḥal,يصممض لحال,The weather is cold.
ⵚⵎⵎⴹⵏ ⵢⵉⵟⴰⵕⵏ ⵉⵏⵓ ⵙ ⵓⵚⵎⴰⵟ,رجلاي باردتان بالبرد.,ṣmmḍn yiṭaṛn inu s uṣmaṭ,صممضن ييطارن ينو س وصماط,My legs are cold from the cold.
ⵉⵛⵕⵕⵓⵥ ⵓⵎⵛⴰⵏ ⴰ,هذا المكان ضيق.,ishṛṛuẓ umshan a,يشرروزّ ومشان ا,This place is cramped.
ⵉⴽⵕⵕⵓⵥ ⵓⵎⵛⴰⵏ ⴰ,هذا المكان ضيق.,ikṛṛuẓ umshan a,يكرروزّ ومشان ا,This place is cramped.
ⵉⵄⴷⵍ ⴰⴼⵔⴰⵏ ⵉ ⵢⵉⵔⴷⵏ,أجاد تنقية القمح .,i3dl afran i yirdn,يعدل افران ي ييردن,He excelled in refining the wheat.
ⴰⴼⵔⴰⵏ ⵏ ⵢⵉⵣⵎⴰⵔⵏ ⵅ ⵡⵓⵍⵍⵉ,فرز الحملان عن النعاج.,afran n yizmarn kh wulli,افران ن ييزمارن خ ووللي,Sorting the lambs from the ewes.
ⵜⴱⵔⵛⵏ ⵏ ⵡⵓⵍ ⵏⵏⵙ ⵓⵔ ⵜⵜ ⵉⵄⴰⵡⵟ ⵃⴷⴷ,سواد قلبه لا يعادله أحد.,tbrshn n wul nns ur tt i3awṭ ḥdd,تبرشن ن وول ننس ور تت يعاوط حدد,The darkness of his heart is unmatched by anyone.
ⵖⴰⵔ-ⵙ ⵃⴰⵍⵍⴰ ⵏ ⵢⵉⵟⴰⵏ,لديه الكثير من الكلاب.,ghar-s ḥalla n yiṭan,غار-س حاللا ن ييطان,He has a lot of dogs.
ⵖⴰⵔ-ⵙ ⵃⴰⵍⵍⴰ ⵏ ⵢⵉⴹⴰⵏ,لديه الكثير من الكلاب.,ghar-s ḥalla n yiḍan,غار-س حاللا ن ييضان,He has a lot of dogs.
ⵉⵜⵜⵔⵔⴰ ⴷ ⵖⵉⵔ ⵉⵡⵔⵉⵖ,يتقيأ حمض المعدة فقط.,ittrra d ghir iwrigh,يتتررا د غير يوريغ,He is only vomiting stomach acid.
ⴰⴼⵔⵔⵖ ⵏ ⵍⴽⴰⵎⵢⵓ,تفريغ الشاحنة.,afrrgh n lkamyu,افررغ ن لكاميو,Unloading the truck.
ⴰⴼⵔⵔⵖ ⵏ ⵡⴰⵎⴰⵏ ⵣⴳ ⵓⵢⴷⴷⵉⴷ,صب الماء من القربة.,afrrgh n waman zg uyddid,افررغ ن وامان زڭ ويدديد,He poured the water from the jug.
ⵄⴷⵍ ⵉⵥⵉⴹ ⵉ ⵢⵉⵔⴷⵏ,أتقن طحن القمح.,3dl iẓiḍ i yirdn,عدل يزّيض ي ييردن,"""I mastered grinding wheat."""
ⵉⵊⴱⴷ ⴷ ⴰⵎⴰⵏ ⵣⵣⵉ ⵍⴱⵉⵔ,استخرج الماء من البئر.,ijbd d aman zzi lbir,يجبد د امان ززي لبير,He extracted water from the well.
ⵉⵊⵎⵄ ⴷ ⵎⵉⴷⴷⵏ,حشد الناس.,ijm3 d middn,يجمع د ميددن,The crowd of people.
ⵉⵊⵎⵄ ⵊⴰⵔ-ⴰⵙⵏ,ألف بينهم.,ijm3 jar-asn,يجمع جار-اسن,He brought them together.
ⵉⵊⵎⵎⵄ ⵍⴼⵍⵓⵙ ⴷⴳ ⵓⵇⵏⵓⵛ,يدخر النقود في القدر.,ijmm3 lflus dg uqnush,يجممع لفلوس دڭ وقنوش,He saves money in the pot.
ⵢⵓⴳⴳ ⴰⴷ ⵉⴽⵎⵎⵍ ⵜⴰⵎⵖⵉⵔⵜ ⵏⵏⵙ,أبى أن يكمل دراسته.,yugg ad ikmml tamghirt nns,يوڭڭ اد يكممل تامغيرت ننس,He refused to continue his studies.
ⴽⴽⵓⵏⵙⵔⵏ ⵉⴼⵓⵏⴰⵙⵏ,فك وثاق الثيران.,kkunsrn ifunasn,ككونسرن يفوناسن,"""Untie the oxen."""
ⵉⵡⵡⵢ ⴰⵙ ⵍⴱⴰⵍ ⵍⴱⵏⵉ ⵏ ⵜⴰⴷⴷⴰⵔⵜ,شغل باله ببناء المنزل.,iwwy as lbal lbni n taddart,يووي اس لبال لبني ن تاددارت,He was preoccupied with building the house.
ⵢⵓⵜⴼ ⴷ ⵍⴱⵕⵕⴰⵏⵉ ⵖⵔ ⵜⵎⵓⵔⵜ ⵏⵏⵖ,دخل الغريب إلى بلادنا.,yutf d lbṛṛani ghr tmurt nngh,يوتف د لبرراني غر تمورت ننغ,The stranger entered our country.
ⵡⵛⵉⵏ ⵜⵜ ⵉ ⵍⴱⵕⵕⴰⵏⵉ,زوَجوها للأجنبي.,wshin tt i lbṛṛani,وشين تت ي لبرراني,They married her off to a foreigner.
ⴰⵛⴼⴼⴰⵢ ⵏⵏⵙ ⵉⵜⵜⴽⴽⵙ ⵍⵀⵍⴰⵛ ⵣⵣⵉ ⴷⴷⵉⵙⵜ,حليبها يزيل المرض من البطن.,ashffay nns ittkks lhlash zzi ddist,اشففاي ننس يتتككس لهلاش ززي دديست,Its milk removes illness from the stomach.
ⴹⴹⵢⵢⵄ ⵍⵃⵎⵍⵜ ⵜⴰⵢⵔⵣⴰ,أتلف الفيضان الحرث.,ḍḍyy3 lḥmlt tayrza,ضضييع لحملت تايرزا,The flood destroyed the crops.
ⵓⵔ ⵜⵀⵏⵏⵉ ⵜⴼⵓⵏⴰⵙⵜ ⵣⵣⵉ ⵍⵉⴼⵥ,لم تتوقف البقرة عن الاجترار.,ur thnni tfunast zzi lifẓ,ور تهنني تفوناست ززي ليفزّ,The cow did not stop ruminating.
ⵓⴷⵊⵉ ⵜⴻⵜⵜⵖ ⴰⵍ ⵍⵍⴰⵥⵖ,لا آكل حتى أجوع.,udji tettgh al llaẓgh,ودجي ت°تتغ ال للازّغ,"""I do not eat until I am hungry."""
"ⵍⵍⵓⵥⵖ, ⵎⴰ ⵢⵍⵍⴰ ⴷⵉⵏ ⴰⵢⵏⵏ ⵖⴰ ⵏⵜⵛ?",جعت، هل هناك ما يمكن أكله؟,"lluẓgh, ma ylla din aynn gha ntsh?","للوزّغ, ما يللا دين اينن غا نتش?","I'm hungry, is there anything to eat?"
ⴰⵡⵢ ⴷ ⵍⵍⵇⵇⴰⵟ ⴰⴷ ⵏⴽⴽⵙ ⴰⵎⵙⵎⵉⵔ ⴰ,أحضر الملقط كي نزيل هذا المسمار.,awy d llqqaṭ ad nkks amsmir a,اوي د للققاط اد نككس امسمير ا,Bring the tweezers so we can remove this nail.
ⴰⵡⵢ ⴷ ⵍⵍⵇⵇⴰⴹ ⴰⴷ ⵏⴽⴽⵙ ⴰⵎⵙⵎⵉⵔ ⴰ,أحضر الملقط كي نزيل هذا المسمار.,awy d llqqaḍ ad nkks amsmir a,اوي د للققاض اد نككس امسمير ا,Bring the tweezers so we can remove this nail.
ⵉⵍⵎⴷ ⵜⴰⵢⵔⵣⴰ ⵣⵣⵉ ⴱⴰⴱⴰ-ⵙ,تعلم الحراثة من أبيه.,ilmd tayrza zzi baba-s,يلمد تايرزا ززي بابا-س,He learned farming from his father.
ⵍⵎⴷⵖ ⴰ ⵢⴰ ⴷⵉ ⵍⵎⴷⵔⴰⵙⴰ,تلقنت ذلك في المدرسة.,lmdgh a ya di lmdrasa,لمدغ ا يا دي لمدراسا,I learned that in school.
ⵎⵉⴷⴷⵏ ⵍⵎⵎⴷⵏ ⴰⵢⵏⵏ ⵉⵜⵏ ⵖⴰ ⵢⵏⴼⵄⵏ ⵛⴽⴽ ⵜⵍⵎⵎⴷⵜ ⵖⵉⵔ ⵜⵉⵡⵔⵡⴰⵛ,الناس تتعلم ما ينفعها وأنت تتعلم الأشياء التافهة فقط.,middn lmmdn aynn itn gha ynf3n shkk tlmmdt ghir tiwrwash,ميددن لممدن اينن يتن غا ينفعن شكك تلممدت غير تيورواش,"People learn what benefits them, while you only learn trivial things."
ⴽⵙⵉⵏ ⵜ ⴷⵉ ⵍⵎⵃⵎⵍ ⵡⵡⵢⵏ ⵜ ⵖⵔ ⵢⵉⵎⵟⵍⴰⵏ,حملوه في النعش واتجهوا به إلى المقبرة.,ksin t di lmḥml wwyn t ghr yimṭlan,كسين ت دي لمحمل ووين ت غر ييمطلان,They carried him in the coffin and headed to the cemetery.
ⵜⴰⵃⵕⵓⵕⵜ ⴰ ⴷ ⵍⵇⴰⵟⵓⵄ,هذه الفلفلة حارة.,taḥṛuṛt a d lqaṭu3,تاحرورت ا د لقاطوع,This pepper is spicy.
ⵜⴰⵃⵕⵓⵕⵜ ⴰ ⴷ ⵍⵇⴰⵟⵓⵄ,هذه الفلفلة حارة.,taḥṛuṛt a d lqaṭu3,تاحرورت ا د لقاطوع,This pepper is spicy.
ⵎⵓⵏⵏ ⵡⴰⵎⴰⵏ ⵏ ⵓⵏⵥⴰⵕ ⴷⴳ ⵓⵖⴷⵉⵔ,تجمع ماء المطر في الغدير.,munn waman n unẓaṛ dg ughdir,مونن وامان ن ونزّار دڭ وغدير,Rainwater gathered in the pond.
ⵙⵄⵇⴷ ⵉ ⵍⵄⴰⴼⵛⵜ,أشعل النار.,s3qd i l3afsht,سعقد ي لعافشت,He lit the fire.
ⵜⴻⵜⵜⵛ ⵉ ⵍⵄⴰⴼⵛⵜ,أحرقته النار.,tettsh i l3afsht,ت°تتش ي لعافشت,The fire burned him.
ⵜⵣⵔⵢ ⵉⵢⵉ ⵍⵄⴰⵚⵔ,فاتتني صلاة العصر.,tzry iyi l3aṣr,تزري ييي لعاصر,I missed the Asr prayer.
ⵙⵙⵍⵄⵜ ⴰ ⴷ ⵍⵎⵍⵉⵃ ⵓⵔ ⴷⴰⴳ-ⵙ ⵉⵍⵍⵉ ⵍⵄⵉⴱ,هذه البضاعة جيدة لا عيب فيها.,ssl3t a d lmliḥ ur dag-s illi l3ib,سسلعت ا د لمليح ور داڭ-س يللي لعيب,This merchandise is good and has no defects.
ⵓⵔ ⵉⵇⴷⴷ ⴰⴷ ⵉⵔⵔ ⵅ ⵍⵄⵉⴱ ⵏⵏⵙ,عجز عن الرد على انتقاده.,ur iqdd ad irr kh l3ib nns,ور يقدد اد يرر خ لعيب ننس,He was unable to respond to his criticism.
ⴰⵡⵢ ⵢⵉⴷⵊ ⵏ ⵓⵖⵉⵍ ⵜⵕⴰⵃⵜ,خذ ملء ذراعك وانصرف.,awy yidj n ughil tṛaḥt,اوي ييدج ن وغيل تراحت,Translation Error
ⵉⵜⵜⵡⴰⵎⵄⵏ ⵓⵎⴰⵛⴰⵔ ⵏ ⵉⵢⴰⵥⵉⵟⵏ,قُبض سارق الدجاج.,ittwam3n umashar n iyaẓiṭn,يتتوامعن وماشار ن ييازّيطن,The chicken thief was caught.
ⵓⵜⴼⵏ ⵉⵎⴰⵛⴰⵔⵏ ⴷⴳ ⵓⵅⵅⴰⵎ ⵏⵏⵙ,دخل اللصوص إلى منزله.,utfn imasharn dg ukhkham nns,وتفن يماشارن دڭ وخخام ننس,The thieves entered his house.
ⵉⵏⵏⵓⵎ ⵎⴰⵜⵜⵛⴰ ⵏ ⵡⴰⴳⴳⵍ ⵏ ⵎⵉⴷⴷⵏ,إعتاد نهب ممتلكات الناس.,innum mattsha n waggl n middn,يننوم ماتتشا ن واڭڭل ن ميددن,He used to seize people's possessions.
ⵎⴰ ⵢⵍⵍⴰ ⵛⴰ ⵏ ⵎⴰⵜⵜⵛⴰ ⴷⴳ ⵓⵅⵅⴰⵎ?,هل يوجد طعام في المنزل؟,ma ylla sha n mattsha dg ukhkham?,ما يللا شا ن ماتتشا دڭ وخخام?,Is there food in the house?
ⵉⵏⵏⴹⵄⵔ ⵣⴳ ⵓⵖⵉⵎⵉ,سئم البطالة.,innḍ3r zg ughimi,يننضعر زڭ وغيمي,He is tired of unemployment.
ⵢⵉⴼ ⴰⵙ ⵜⵓⵍⵍⴼⴰ ⵡⴰⵍⴰ ⵢⴰⵖⵉⵎⵉ ⵢⴰⴽⵉⴷ-ⵙ,الطلاق أفضل لها من البقاء معه.,yif as tullfa wala yaghimi yakid-s,ييف اس توللفا والا ياغيمي ياكيد-س,Divorce is better for her than staying with him.
ⴰⴷ ⵏⵎⵎⵉⵔⴰⵡ ⴷⵉ ⵜⴰⴷⴷⴰⵔⵜ ⵏⵏⵛ,سنلتقي بمنزلك.,ad nmmiraw di taddart nnsh,اد نمميراو دي تاددارت ننش,We will meet at your house.
ⴷ ⵎⵉⵥⵉⴹ ⴰⵎ ⵜⴰⵎⴻⵎⵜ,حلو كالعسل.,d miẓiḍ am tamemt,د ميزّيض ام تام°مت,Sweet as honey.
ⵉⵣⴳⴳⵯⴰⵔⵏ ⴰ ⴷ ⵉⵎⵉⵥⵉⴹⵏ,هذا التين لذيذ.,izggⵯarn a d imiẓiḍn,يزڭڭⵯارن ا د يميزّيضن,This fig is delicious.
ⵎⵎⵏⵖⵏ ⵡⴰⴷⵊⴰⵕⵏ,تنازع الجيران.,mmnghn wadjaṛn,ممنغن وادجارن,The neighbors quarreled.
ⵉⵇⵟⴰ ⵎⵏⵏⴰ,انتهى الكلام.,iqṭa mnna,يقطا مننا,The conversation is over.
ⴰⴷ ⵜ ⴽⵙⵉⵖ ⵅ ⵉⵖⵉⵔⵏ ⵉⵏⵓ,سأحمله على أكتافي.,ad t ksigh kh ighirn inu,اد ت كسيغ خ يغيرن ينو,I will carry him on my shoulders.
ⵉⵜⵜⵇⵇⵙ ⴰⵙ ⵓⵖⵉⵔ ⵏⵏⵙ,يؤلمه كتفه.,ittqqs as ughir nns,يتتققس اس وغير ننس,His shoulder hurts.
ⵎⵏⵄⵖ ⵣⵣⴰⴳ-ⵙ,فررت منه.,mn3gh zzag-s,منعغ ززاڭ-س,"""I fled from him."""
ⵜⵙⵙⵉⴼⴼⴰ ⵢⴰⵔⵏ ⵙ ⵎⵛⵟⴰⵟⵟⵓ,تغربل الطحين بالغربال الرقيق.,tssiffa yarn s mshṭaṭṭu,تسسيففا يارن س مشطاططو,The flour is sifted with a fine sieve.
ⵢⵢ ⴰⵖⵍⵍⴰⵢ ⵅ ⵜⵎⵙⵙⵉ,ضع الغلاية على النار.,yy aghllay kh tmssi,يي اغللاي خ تمسسي,Put the kettle on the stove.
ⵉⵖⵔⵙ ⵉ ⵢⵉⴷⵊ ⵓⵎⵓⵃⵓⵍ ⵉ ⵡⵏⵓⵊⵉ,ذبح خروفا للضيف.,ighrs i yidj umuḥul i wnuji,يغرس ي ييدج وموحول ي ونوجي,He slaughtered a sheep for the guest.
ⵏⵜⵜⵛⴰ ⵢⴰⴽⵙⵓⵎ ⵏ ⵓⵎⵓⵃⵓⵍ,أكلنا لحم الخروف.,nttsha yaksum n umuḥul,نتتشا ياكسوم ن وموحول,We ate lamb meat.
ⵉⵣⴰⵢⴷ ⵅ ⵓⵏⵓⵊⵉ ⵢⴰⵖⵎⴰⵙ,أضاف الغطاء على الضيف.,izayd kh unuji yaghmas,يزايد خ ونوجي ياغماس,He added the cover to the guest.
ⵉⵏⴷⵀ ⵉⴼⵓⵏⴰⵙⵏ ⵖⵔ ⵙⵙⵓⵇ,ساق الثيران إلى السوق.,indh ifunasn ghr ssuq,ينده يفوناسن غر سسوق,He drove the oxen to the market.
ⵜⵏⵏⵟ ⵜⵎⵟⵟⵓⵟⵜ ⵎⴻⵎⵎⵉⵙ,قمطت المرأة ابنها.,tnnṭ tmṭṭuṭt memmis,تننط تمططوطت م°مميس,The woman swaddled her son.
ⵜⵏⵏⴹ ⵜⵎⵟⵟⵓⵟⵜ ⵎⴻⵎⵎⵉⵙ,قمطت المرأة ابنها.,tnnḍ tmṭṭuṭt memmis,تننض تمططوطت م°مميس,The woman swaddled her son.
ⵔⵙⵉⵏⵜ ⵜⵣⵉⵣⵡⴰ ⵅ ⵏⵏⵡⴰⵔ,حط النحل على الزهر.,rsint tzizwa kh nnwar,رسينت تزيزوا خ ننوار,The bees landed on the flowers.
